drug_name,food_name,severity,description,source
isradipine,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Sternbach H ""Fluoxetine-associated potentiation of calcium-channel blockers."" J Clin Psychopharmacol 11 (1991):  390-1|Shook TL, Kirshenbaum JM, Hundley RF, Shorey JM, Lamas GA ""Ethanol intoxication complicating intravenous nitroglycerin therapy."" Ann Intern Med 101 (1984):  498-9|Feder R ""Bradycardia and syncope induced by fluoxetine."" J Clin Psychiatry 52 (1991):  139|Ellison JM, Milofsky JE, Ely E ""Fluoxetine-induced bradycardia and syncope in two patients."" J Clin Psychiatry 51 (1990):  385-6|Rodriguez de la Torre B, Dreher J, Malevany I, et al. ""Serum levels and cardiovascular effects of tricyclic antidepressants and selective serotonin reuptake inhibitors in depressed patients."" Ther Drug Monit 23 (2001):  435-40|Cerner Multum, Inc. ""Australian Product Information."" O 0|Pacher P, Kecskemeti V ""Cardiovascular side effects of new antidepressants and antipsychotics: new drugs, old concerns?"" Curr Pharm Des 10 (2004):  2463-75|Andrews C, Pinner G ""Postural hypotension induced by paroxetine."" BMJ 316 (1998):  595"
chlorpromazine,alcohol,Moderate,"Concurrent use of ethanol and phenothiazines may result in additive CNS depression and psychomotor impairment.  Also, ethanol may precipitate dystonic reactions in patients who are taking phenothiazines.","Lutz EG ""Neuroleptic-induced akathisia and dystonia triggered by alcohol."" JAMA 236 (1976):  2422-3|Freed E ""Alcohol-triggered-neuroleptic-induced tremor, rigidity and dystonia."" Med J Aust 2 (1981):  44-5"
verteporfin,alcohol,Moderate,Drugs that quench active oxygen species or scavenge radicals are expected to decrease the therapeutic effect of verteporfin.,"""Product Information. Visudyne (verteporfin)."" Valeant Pharmaceuticals  (2001):"
thiopental,alcohol,High,"Concurrent acute use of barbiturates and ethanol may result in additive CNS effects,  including impaired coordination, sedation, and death.  Tolerance of these agents may occur with chronic use.  The mechanism is related to inhibition of microsomal enzymes acutely and induction of hepatic microsomal enzymes chronically.","Gupta RC, Kofoed J ""Toxological statistics for barbiturates, other sedatives, and tranquilizers in Ontario: a 10-year survey."" Can Med Assoc J 94 (1966):  863-5|Misra PS, Lefevre A, Ishii H, Rubin E, Lieber CS ""Increase of ethanol, meprobamate and pentobarbital metabolism after chronic ethanol administration in man and in rats."" Am J Med 51 (1971):  346-51|Saario I, Linnoila M ""Effect of subacute treatment with hypnotics, alone or in combination with alcohol, on psychomotor skills related to driving."" Acta Pharmacol Toxicol (Copenh) 38 (1976):  382-92|Stead AH, Moffat AC ""Quantification of the interaction between barbiturates and alcohol and interpretation of fatal blood concentrations."" Hum Toxicol 2 (1983):  5-14|Seixas FA ""Drug/alcohol interactions: avert potential dangers."" Geriatrics 34 (1979):  89-102"
hyoscyamine,alcohol,Moderate,"Use of anticholinergic agents with alcohol may result in sufficient impairment of attention so as to render driving and operating machinery more hazardous.  In addition, the potential for abuse may be increased with the combination.  The mechanism of interaction is not established but may involve additive depressant effects on the central nervous system.","Linnoila M ""Drug effects on psychomotor skills related to driving: interaction of atropine, glycopyrrhonium and alcohol."" Eur J Clin Pharmacol 6 (1973):  107-12"
nisoldipine,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Sternbach H ""Fluoxetine-associated potentiation of calcium-channel blockers."" J Clin Psychopharmacol 11 (1991):  390-1|Shook TL, Kirshenbaum JM, Hundley RF, Shorey JM, Lamas GA ""Ethanol intoxication complicating intravenous nitroglycerin therapy."" Ann Intern Med 101 (1984):  498-9|Feder R ""Bradycardia and syncope induced by fluoxetine."" J Clin Psychiatry 52 (1991):  139|Ellison JM, Milofsky JE, Ely E ""Fluoxetine-induced bradycardia and syncope in two patients."" J Clin Psychiatry 51 (1990):  385-6|Rodriguez de la Torre B, Dreher J, Malevany I, et al. ""Serum levels and cardiovascular effects of tricyclic antidepressants and selective serotonin reuptake inhibitors in depressed patients."" Ther Drug Monit 23 (2001):  435-40|Cerner Multum, Inc. ""Australian Product Information."" O 0|Pacher P, Kecskemeti V ""Cardiovascular side effects of new antidepressants and antipsychotics: new drugs, old concerns?"" Curr Pharm Des 10 (2004):  2463-75|Andrews C, Pinner G ""Postural hypotension induced by paroxetine."" BMJ 316 (1998):  595"
minoxidil,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Sternbach H ""Fluoxetine-associated potentiation of calcium-channel blockers."" J Clin Psychopharmacol 11 (1991):  390-1|Shook TL, Kirshenbaum JM, Hundley RF, Shorey JM, Lamas GA ""Ethanol intoxication complicating intravenous nitroglycerin therapy."" Ann Intern Med 101 (1984):  498-9|Feder R ""Bradycardia and syncope induced by fluoxetine."" J Clin Psychiatry 52 (1991):  139|Ellison JM, Milofsky JE, Ely E ""Fluoxetine-induced bradycardia and syncope in two patients."" J Clin Psychiatry 51 (1990):  385-6|Rodriguez de la Torre B, Dreher J, Malevany I, et al. ""Serum levels and cardiovascular effects of tricyclic antidepressants and selective serotonin reuptake inhibitors in depressed patients."" Ther Drug Monit 23 (2001):  435-40|Cerner Multum, Inc. ""Australian Product Information."" O 0|Pacher P, Kecskemeti V ""Cardiovascular side effects of new antidepressants and antipsychotics: new drugs, old concerns?"" Curr Pharm Des 10 (2004):  2463-75|Andrews C, Pinner G ""Postural hypotension induced by paroxetine."" BMJ 316 (1998):  595"
methyldopa,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Sternbach H ""Fluoxetine-associated potentiation of calcium-channel blockers."" J Clin Psychopharmacol 11 (1991):  390-1|Shook TL, Kirshenbaum JM, Hundley RF, Shorey JM, Lamas GA ""Ethanol intoxication complicating intravenous nitroglycerin therapy."" Ann Intern Med 101 (1984):  498-9|Feder R ""Bradycardia and syncope induced by fluoxetine."" J Clin Psychiatry 52 (1991):  139|Ellison JM, Milofsky JE, Ely E ""Fluoxetine-induced bradycardia and syncope in two patients."" J Clin Psychiatry 51 (1990):  385-6|Rodriguez de la Torre B, Dreher J, Malevany I, et al. ""Serum levels and cardiovascular effects of tricyclic antidepressants and selective serotonin reuptake inhibitors in depressed patients."" Ther Drug Monit 23 (2001):  435-40|Cerner Multum, Inc. ""Australian Product Information."" O 0|Pacher P, Kecskemeti V ""Cardiovascular side effects of new antidepressants and antipsychotics: new drugs, old concerns?"" Curr Pharm Des 10 (2004):  2463-75|Andrews C, Pinner G ""Postural hypotension induced by paroxetine."" BMJ 316 (1998):  595"
etacrynic acid,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Sternbach H ""Fluoxetine-associated potentiation of calcium-channel blockers."" J Clin Psychopharmacol 11 (1991):  390-1|Shook TL, Kirshenbaum JM, Hundley RF, Shorey JM, Lamas GA ""Ethanol intoxication complicating intravenous nitroglycerin therapy."" Ann Intern Med 101 (1984):  498-9|Feder R ""Bradycardia and syncope induced by fluoxetine."" J Clin Psychiatry 52 (1991):  139|Ellison JM, Milofsky JE, Ely E ""Fluoxetine-induced bradycardia and syncope in two patients."" J Clin Psychiatry 51 (1990):  385-6|Rodriguez de la Torre B, Dreher J, Malevany I, et al. ""Serum levels and cardiovascular effects of tricyclic antidepressants and selective serotonin reuptake inhibitors in depressed patients."" Ther Drug Monit 23 (2001):  435-40|Cerner Multum, Inc. ""Australian Product Information."" O 0|Pacher P, Kecskemeti V ""Cardiovascular side effects of new antidepressants and antipsychotics: new drugs, old concerns?"" Curr Pharm Des 10 (2004):  2463-75|Andrews C, Pinner G ""Postural hypotension induced by paroxetine."" BMJ 316 (1998):  595"
prochlorperazine,alcohol,Moderate,"Concurrent use of ethanol and phenothiazines may result in additive CNS depression and psychomotor impairment.  Also, ethanol may precipitate dystonic reactions in patients who are taking phenothiazines.","Lutz EG ""Neuroleptic-induced akathisia and dystonia triggered by alcohol."" JAMA 236 (1976):  2422-3|Freed E ""Alcohol-triggered-neuroleptic-induced tremor, rigidity and dystonia."" Med J Aust 2 (1981):  44-5"
deutetrabenazine,alcohol,Moderate,"Alcohol may potentiate some of the pharmacologic effects of central nervous system (CNS)-active agents.  Use in combination may result in additive CNS depression and/or impairment of judgment, thinking, and psychomotor skills.","Warrington SJ, Ankier SI, Turner P ""Evaluation of possible interactions between ethanol and trazodone or amitriptyline."" Neuropsychobiology 15 (1986):  31-7|Gilman AG, eds., Nies AS, Rall TW, Taylor P ""Goodman and Gilman's the Pharmacological Basis of Therapeutics."" New York, NY: Pergamon Press Inc.  (1990):|Cerner Multum, Inc. ""UK Summary of Product Characteristics."" O 0|""Product Information. Fycompa (perampanel)."" Eisai Inc  (2012):|""Product Information. Rexulti (brexpiprazole)."" Otsuka American Pharmaceuticals Inc  (2015):"
brivaracetam,alcohol,Moderate,"Alcohol may potentiate some of the pharmacologic effects of central nervous system (CNS)-active agents.  Use in combination may result in additive CNS depression and/or impairment of judgment, thinking, and psychomotor skills.","Warrington SJ, Ankier SI, Turner P ""Evaluation of possible interactions between ethanol and trazodone or amitriptyline."" Neuropsychobiology 15 (1986):  31-7|Gilman AG, eds., Nies AS, Rall TW, Taylor P ""Goodman and Gilman's the Pharmacological Basis of Therapeutics."" New York, NY: Pergamon Press Inc.  (1990):|Cerner Multum, Inc. ""UK Summary of Product Characteristics."" O 0|""Product Information. Fycompa (perampanel)."" Eisai Inc  (2012):|""Product Information. Rexulti (brexpiprazole)."" Otsuka American Pharmaceuticals Inc  (2015):"
quinapril,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Sternbach H ""Fluoxetine-associated potentiation of calcium-channel blockers."" J Clin Psychopharmacol 11 (1991):  390-1|Shook TL, Kirshenbaum JM, Hundley RF, Shorey JM, Lamas GA ""Ethanol intoxication complicating intravenous nitroglycerin therapy."" Ann Intern Med 101 (1984):  498-9|Feder R ""Bradycardia and syncope induced by fluoxetine."" J Clin Psychiatry 52 (1991):  139|Ellison JM, Milofsky JE, Ely E ""Fluoxetine-induced bradycardia and syncope in two patients."" J Clin Psychiatry 51 (1990):  385-6|Rodriguez de la Torre B, Dreher J, Malevany I, et al. ""Serum levels and cardiovascular effects of tricyclic antidepressants and selective serotonin reuptake inhibitors in depressed patients."" Ther Drug Monit 23 (2001):  435-40|Cerner Multum, Inc. ""Australian Product Information."" O 0|Pacher P, Kecskemeti V ""Cardiovascular side effects of new antidepressants and antipsychotics: new drugs, old concerns?"" Curr Pharm Des 10 (2004):  2463-75|Andrews C, Pinner G ""Postural hypotension induced by paroxetine."" BMJ 316 (1998):  595"
